"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"4089",11.3,17,22,70,0.245,24.24,9,109,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4091",11.7,28,32,56,0.251,27.2,9.3,109,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4093",10.2,47,47,46,0.246,29.71,15.9,82,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4094",7.7,48,45,36,0.237,31.8,19.4,91,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4095",7.1,46,64,30,0.235,33.18,23,87,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4099",8,38,126,31,0.239,32.99,25.8,95,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4100",8.8,35,87,31,0.242,32.2,25.3,95,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4101",10.1,32,63,37,0.246,30.86,23.8,97,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4102",7.9,34,54,38,0.234,30,21.2,103,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4103",8.3,31,34,44,0.235,28.82,23.2,93,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4104",7.4,31,52,50,0.229,27.47,22.5,87,"Intervalo 1","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4129",8.9,19,17,75,0.232,23.66,13.5,83,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4130",5.3,21,13,74,0.214,23.68,10,100,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4131",5.9,20,8,74,0.217,23.43,11.7,106,"Intervalo 1","Intervalo 2","Intervalo 1",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4136",12.2,12,17,77,0.247,22.81,14.6,88,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4137",11.7,15,13,75,0.246,23.4,16,86,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4139",10,24,21,64,0.241,25.78,18,87,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4140",7.6,30,30,58,0.23,26.95,19.6,89,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4143",6.8,35,43,38,0.231,30.79,25.1,85,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4144",6.7,34,54,33,0.231,31.77,25.7,87,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4146",8,33,59,30,0.239,32.32,26.2,95,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4147",7.5,32,70,35,0.234,31.36,27.7,97,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4148",8,29,80,37,0.236,30.32,25.5,97,"Intervalo 1","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4149",11.2,24,64,47,0.249,28.44,22.6,90,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4150",9.2,26,61,49,0.238,27.51,21.1,93,"Intervalo 1","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4151",9.8,23,40,54,0.239,26.29,18.9,84,"Intervalo 1","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4152",9.3,22,41,58,0.236,25.52,14.9,80,"Intervalo 1","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4153",8.3,22,32,57,0.231,25.21,12.8,81,"Intervalo 1","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4155",6.1,22,21,63,0.217,23.54,12.1,103,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4156",7.2,18,27,69,0.221,22.5,8.8,89,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4157",8.7,14,18,73,0.228,21.46,6.6,108,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4158",19.8,9,25,77,0.282,20.72,5.5,64,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4159",35,7,29,79,0.357,20.14,2.9,37,"Intervalo 4","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 4"
"4160",31.3,8,55,78,0.34,20.89,3.5,78,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4162",17,19,40,64,0.273,24.78,6.2,94,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4163",13.9,26,56,53,0.261,27.03,8.4,96,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4164",15.5,35,55,45,0.27,28.17,12.2,97,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4165",11.7,46,66,37,0.253,29.44,17.1,99,"Intervalo 2","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4166",9.4,42,71,32,0.243,30.72,18.3,85,"Intervalo 1","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4167",8.2,42,70,29,0.238,31.72,17.8,91,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4168",7.4,41,62,27,0.235,32.57,18.8,90,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4169",8.3,40,66,26,0.24,33.07,19.5,88,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4171",9.1,34,75,22,0.244,33.07,21.1,84,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4172",9.5,29,72,22,0.245,32.49,20,90,"Intervalo 1","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4173",12.2,23,70,25,0.257,31.62,16.6,96,"Intervalo 2","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4174",10.4,23,61,28,0.247,30.88,11.3,108,"Intervalo 2","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4175",12.5,19,65,37,0.257,29.63,17.9,87,"Intervalo 2","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4176",9,19,61,49,0.237,27.82,20.7,85,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4197",11,32,41,23,0.253,32.93,21.7,92,"Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4198",10.3,28,61,32,0.247,31.31,24.8,92,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4199",7.7,27,78,44,0.232,29.04,24.8,90,"Intervalo 1","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4200",7.2,25,66,49,0.227,27.27,19.8,85,"Intervalo 1","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4220",7.7,40,40,27,0.237,33.47,21.6,94,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4221",8.2,36,36,29,0.238,32.25,22.5,95,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4222",6.6,35,53,39,0.228,30.25,26.4,99,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4223",6.8,31,101,49,0.227,28.28,25,96,"Intervalo 1","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4224",6.6,29,71,58,0.224,26.62,25.1,92,"Intervalo 1","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 3",NA
"4225",5.6,28,48,61,0.217,25.76,20.3,87,"Intervalo 1","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 3",NA
"4226",5,27,23,64,0.214,24.97,18.5,84,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4227",5.3,27,12,66,0.214,24.23,16.4,85,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4228",4.5,26,21,69,0.209,23.68,14.7,90,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4232",8.4,20,20,74,0.229,23.54,7.1,110,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4233",8.3,23,18,70,0.23,24.95,6.7,109,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4235",8.3,38,29,56,0.234,27.92,7,93,"Intervalo 1","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4237",7.1,57,33,48,0.231,29.45,15.9,110,"Intervalo 1",NA,"Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4239",7.5,56,44,40,0.235,31.58,18.2,93,"Intervalo 1",NA,"Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4240",7.2,51,39,34,0.235,32.5,18.3,101,"Intervalo 1",NA,"Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4241",6.3,51,34,32,0.231,33.18,18.2,107,"Intervalo 1",NA,"Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4242",6,47,29,30,0.23,33.17,20.3,104,"Intervalo 1","Intervalo 5","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4243",5.9,43,29,28,0.229,33.15,20.6,98,"Intervalo 1","Intervalo 5","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4244",6.7,37,25,30,0.232,32.48,20.5,87,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4245",6.8,34,38,34,0.231,31.15,20.7,86,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3",NA
"4246",8.2,29,33,44,0.236,29.69,22.2,94,"Intervalo 1","Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4247",9,24,72,55,0.238,27.85,15.9,99,"Intervalo 1","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4248",7.4,25,22,56,0.229,27.08,18.9,78,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4265",7.4,60,43,32,0.237,33.45,16.9,109,"Intervalo 1",NA,"Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4266",7.4,43,46,33,0.236,32.92,18.1,89,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4267",7.9,38,34,34,0.238,32.24,16.7,125,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4268",5.5,37,69,31,0.226,32.2,14.8,116,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4269",6.6,34,36,31,0.23,31.6,12.9,112,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4270",11.7,26,27,45,0.252,28.58,20.7,83,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"4271",9.2,27,148,51,0.238,27.11,18.5,85,"Intervalo 1","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4272",9,26,39,54,0.237,26.63,18.6,77,"Intervalo 1","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4273",6.6,23,31,59,0.224,26.2,16.8,74,"Intervalo 1","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4274",4.4,22,24,63,0.212,25.5,15.1,85,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4275",6.4,18,21,66,0.221,24.93,10.1,99,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4277",10,13,22,71,0.238,23.99,8.1,100,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4279",12.7,7,29,78,0.25,22.82,8.5,133,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4280",11.3,11,31,77,0.244,23.18,9,126,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4282",9.5,22,32,61,0.24,26.9,6.8,95,"Intervalo 1","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4283",6.8,32,37,54,0.228,28.18,9.1,115,"Intervalo 1","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4284",7.5,41,36,48,0.234,29.12,11.5,102,"Intervalo 1","Intervalo 5","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4286",8.9,63,37,39,0.242,31.2,14.5,106,"Intervalo 1",NA,"Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4287",7.5,68,42,35,0.236,32.17,15,102,"Intervalo 1",NA,"Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4288",7.4,66,42,32,0.237,32.8,18.1,110,"Intervalo 1",NA,"Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4289",8,52,68,35,0.239,32.22,18.1,93,"Intervalo 1",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4290",9.8,51,99,34,0.248,32.56,16.2,92,"Intervalo 1",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4291",9.8,50,50,34,0.248,32.51,14.5,99,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4292",10.3,40,40,35,0.249,31.62,14.5,108,"Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4293",11.1,34,35,37,0.252,30.73,14.3,86,"Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4294",9.1,35,36,40,0.24,29.75,16.9,87,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4295",7,40,36,46,0.228,27.98,16,108,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4296",5.9,45,46,70,0.218,24.18,22.6,94,"Intervalo 1","Intervalo 5","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 3",NA
"4297",5.3,41,46,82,0.211,21.64,17.6,94,"Intervalo 1","Intervalo 5","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4300",3.9,40,8,82,0.203,21.24,3.8,55,"Intervalo 1","Intervalo 4","Intervalo 1",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4308",9.1,57,26,44,0.241,29.54,6.3,105,"Intervalo 1",NA,"Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"4309",8.8,61,18,45,0.24,29.37,12.7,112,"Intervalo 1",NA,"Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4310",7.5,63,34,42,0.234,29.93,15.9,116,"Intervalo 1",NA,"Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4311",8.9,70,25,39,0.242,30.69,16.4,112,"Intervalo 1",NA,"Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4312",10.9,69,30,39,0.251,30.8,19.8,84,"Intervalo 2",NA,"Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4313",10.2,60,56,44,0.247,30.04,17.9,70,"Intervalo 2",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4314",12.3,63,29,41,0.258,30.81,15.6,85,"Intervalo 2",NA,"Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4317",10.7,50,22,49,0.246,27.29,10.6,105,"Intervalo 2","Intervalo 5","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4318",18,40,21,50,0.282,27.09,9.1,88,"Intervalo 2","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"4319",22.8,31,22,53,0.306,26.91,8.5,83,"Intervalo 3","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4320",24.4,24,33,56,0.313,26.26,7.7,102,"Intervalo 3","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4321",14.5,33,43,58,0.262,25.57,8.1,103,"Intervalo 2","Intervalo 4","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4322",12.8,31,30,61,0.253,25.2,7.7,117,"Intervalo 2","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4326",14.3,24,27,69,0.26,24.23,6.3,123,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4327",27,15,40,71,0.322,23.71,4.8,103,"Intervalo 3","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4328",41.2,12,143,72,0.394,23.99,5.3,30,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"4329",28.9,21,82,67,0.335,25.73,3.2,22,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"4331",15.5,43,59,48,0.273,30.1,5.2,71,"Intervalo 2","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1",NA
"4332",6.3,54,23,40,0.228,31.35,7.4,112,"Intervalo 1",NA,"Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1",NA
"4333",6.2,60,18,35,0.23,32.69,7.4,114,"Intervalo 1",NA,"Intervalo 2","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1",NA
"4334",7.9,70,26,34,0.239,32.97,10.7,116,"Intervalo 1",NA,"Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4336",8.7,83,50,30,0.244,33.64,14,113,"Intervalo 1",NA,"Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4337",14,88,44,34,0.269,33.11,19.9,137,"Intervalo 2",NA,"Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4338",10.6,69,62,37,0.251,31.91,17,97,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4339",10.6,66,57,37,0.25,31.5,13.1,108,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4340",9.8,60,32,37,0.245,31.27,14.9,94,"Intervalo 1",NA,"Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4341",15.2,49,32,38,0.272,30.54,11.6,101,"Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4342",18.3,41,39,44,0.285,28.86,11.5,82,"Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4344",25.5,24,45,52,0.319,27.33,7.7,144,"Intervalo 3","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4365",10.8,57,34,34,0.251,32.32,12.9,101,"Intervalo 2",NA,"Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4366",12.4,49,26,39,0.258,31.29,12.7,95,"Intervalo 2","Intervalo 5","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4367",12.4,43,26,43,0.257,30.66,14.2,92,"Intervalo 2","Intervalo 5","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4368",13.2,30,30,47,0.259,29.36,15.3,78,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"4369",9.6,27,37,52,0.24,28.59,13,93,"Intervalo 1","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4374",11.7,7,36,76,0.245,24.48,5.5,103,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4375",12,6,37,78,0.246,24.02,6.9,111,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4376",14.4,6,43,79,0.258,23.9,5.6,108,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4377",15.2,9,40,77,0.264,24.89,4.3,93,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4378",26.3,11,49,69,0.322,27,5.2,86,"Intervalo 3","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4379",32.6,15,77,61,0.355,28.64,5.8,93,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4380",21.3,31,73,55,0.298,29.79,8.2,96,"Intervalo 3","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4381",22.5,44,74,54,0.307,29.51,12.5,96,"Intervalo 3","Intervalo 5",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4382",27.6,49,95,56,0.331,28.57,11.8,102,"Intervalo 3","Intervalo 5",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4384",14.3,52,72,52,0.265,29.33,14,96,"Intervalo 2",NA,NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4385",18.1,50,53,56,0.283,28.85,9.3,88,"Intervalo 2","Intervalo 5",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4388",33.2,16,74,75,0.354,25.45,4.5,31,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 4"
"4389",26.9,18,42,71,0.323,25.76,4.7,80,"Intervalo 3","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4392",11.9,13,73,67,0.25,27,13.6,79,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4393",8.4,12,42,70,0.232,26.32,13.8,89,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4403",21.8,10,33,70,0.298,25.84,3.7,139,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4404",12.9,18,47,65,0.254,27.22,5.8,107,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"4406",10.5,44,46,54,0.247,30.12,10.4,106,"Intervalo 2","Intervalo 5","Intervalo 5",NA,"Intervalo 1","Intervalo 4","Intervalo 2",NA
"4407",14.2,61,41,50,0.266,30.34,13.7,108,"Intervalo 2",NA,"Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4409",15,34,47,58,0.268,28.78,12.1,143,"Intervalo 2","Intervalo 4","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4410",23.8,28,42,53,0.313,29.69,11.3,144,"Intervalo 3","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4412",8.8,29,35,37,0.241,31.8,15.1,97,"Intervalo 1","Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4413",12.9,23,26,35,0.261,31.3,11.6,94,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"4415",7.2,17,69,58,0.228,28.06,18.5,88,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4416",6.6,17,36,60,0.224,27.03,17,80,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4417",5.1,18,26,62,0.216,26.49,16.2,80,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"4418",4.9,17,18,64,0.214,25.81,14.4,84,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
