"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"12223",16.6,8,23,82,0,22.41,7.5,13,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12224",18.7,10,30,81,0,22.97,7.1,17,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12225",14.6,15,28,76,0,24.46,7.5,18,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12226",14.6,21,28,67,0,26.2,7.7,19,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12227",12.6,28,28,61,0,27.69,9,19,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12228",12.3,38,31,61,0,27.96,11.1,17,"Intervalo 2","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12229",12,41,36,56,0,29.28,13.7,19,"Intervalo 2","Intervalo 5","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12230",10.6,37,34,53,0,30.09,15.6,20,"Intervalo 2","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"12231",10,31,28,50,0,30.63,14.6,20,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"12232",9.9,31,24,47,0,31.24,14.9,20,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"12233",14.2,26,17,44,0,31.55,14.8,21,"Intervalo 2","Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"12234",13.3,24,18,45,0,31.09,15.7,20,"Intervalo 2","Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"12237",9.8,22,28,53,0,28.19,19.4,22,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12238",9.2,22,16,58,0,26.8,15.2,23,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12242",11.9,17,18,69,0,23.59,7.6,20,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12243",10.4,17,18,71,0,23.18,6.1,21,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"12244",9.4,16,15,73,0,22.89,3.9,13,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12245",19.3,8,21,74,0,22.07,6,10,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"12246",26.1,4,33,78,0,21.18,5.5,10,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"12247",19.5,7,23,80,0,21.13,7.3,13,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12248",19,9,23,80,0,21.76,7.2,14,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12249",15.8,17,23,74,0,23.75,8.5,19,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12250",12.4,23,21,65,0,25.59,10.2,21,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12251",9.6,25,17,57,0,27.06,12.8,21,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12252",9.5,32,19,53,0,28.34,14.5,21,"Intervalo 1","Intervalo 4","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12253",8.3,38,21,49,0,29.54,13.9,22,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12254",8.9,40,25,49,0,29.44,15.3,20,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12255",9.1,37,25,47,0,29.95,15.7,20,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12256",8.8,37,24,44,0,30.41,14.7,20,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"12257",9,35,21,43,0,30.9,14.4,22,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"12258",10.4,34,24,44,0,30.1,15.9,21,"Intervalo 2","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"12259",10.9,29,23,45,0,29.58,15.7,21,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12261",15.5,27,26,48,0,28.55,14.2,20,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12262",15.4,29,31,50,0,28.02,14.4,20,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12263",10.7,32,25,53,0,27.4,14.5,22,"Intervalo 2","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12264",7.8,36,31,60,0,25.89,17.1,22,"Intervalo 1","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12265",7,36,26,66,0,24.73,14.6,22,"Intervalo 1","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12266",6.7,34,22,71,0,24.02,12.7,21,"Intervalo 1","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12271",10.5,30,24,77,0,22.62,9.2,19,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12272",12,30,25,75,0,23.17,8.3,24,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"12274",13.2,36,31,66,0,25.12,9.5,20,"Intervalo 2","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12275",11.1,43,31,60,0,26.56,9.5,21,"Intervalo 2","Intervalo 5","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"12277",8.9,44,28,55,0,28.41,12.1,21,"Intervalo 1","Intervalo 5","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12278",8.5,39,27,54,0,28.93,14.3,22,"Intervalo 1","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12279",8.7,36,29,55,0,28.57,14.6,22,"Intervalo 1","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12281",10.4,29,24,58,0,27.61,14.1,23,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12282",12,26,25,61,0,27.12,14,23,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12284",12.7,24,29,63,0,26.05,13.1,24,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12285",11.4,25,28,64,0,25.91,13.3,21,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12286",10,24,28,69,0,25,13.1,24,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12287",8.9,27,16,68,0,24.14,12.9,22,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12289",8,25,19,74,0,22.8,15.1,20,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12290",8.8,24,17,76,0,22.46,11.8,19,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12291",6.7,26,14,76,0,22.28,10.3,20,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12292",6.1,27,12,75,0,22.4,7.8,18,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12298",14.7,31,11,68,0,23.72,5.4,25,"Intervalo 2","Intervalo 4","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"12299",13.1,35,15,56,0,27.15,6.1,16,"Intervalo 2","Intervalo 4","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12300",10.2,39,10,45,0,29.52,12.4,26,"Intervalo 2","Intervalo 4","Intervalo 1","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12301",11,48,13,41,0,31.69,7.8,21,"Intervalo 2","Intervalo 5","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 3"
"12302",10.2,49,12,42,0,31.78,13.1,16,"Intervalo 2","Intervalo 5","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"12303",9.2,47,12,44,0,30.68,14.4,18,"Intervalo 1","Intervalo 5","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"12304",8.7,42,11,45,0,29.99,14.2,18,"Intervalo 1","Intervalo 5","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12305",8.2,40,10,47,0,28.7,14.7,19,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12306",9.1,36,10,52,0,27.45,14.4,18,"Intervalo 1","Intervalo 4","Intervalo 1",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12307",9.8,34,13,54,0,26.74,11.9,16,"Intervalo 1","Intervalo 4","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"12308",10,33,16,60,0,25.78,9.9,13,"Intervalo 1","Intervalo 4","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12309",12.1,27,20,72,0,23.71,10.3,21,"Intervalo 2","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"12310",9.9,27,16,80,0,22.17,8.4,20,"Intervalo 1","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"12311",11.8,26,11,81,0,22.02,10.6,31,"Intervalo 2","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 4"
"13105",11.3,12,16,64,0,27.8,14.7,20,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13106",9.6,10,20,67,0,27,12.9,18,"Intervalo 1","Intervalo 1","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13107",8.8,10,18,72,0,26.3,11.7,19,"Intervalo 1","Intervalo 1","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13108",8,11,18,73,0,26.03,10.5,18,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13109",6.7,13,27,73,0,25.97,10.3,18,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13113",11.8,16,24,70,0,26.84,9.4,22,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"13114",11,23,24,63,0,29.07,7.9,20,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13115",10.6,34,31,58,0,30.32,8.5,17,"Intervalo 2","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13116",10.7,42,26,56,0,31.01,9.4,17,"Intervalo 2","Intervalo 5","Intervalo 3",NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13117",9.4,65,29,48,0,33.66,7.4,20,"Intervalo 1",NA,"Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13118",9.6,69,27,43,0,34.78,8.8,20,"Intervalo 1",NA,"Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13119",9,68,26,39,0,35.86,10.1,21,"Intervalo 1",NA,"Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13120",7.9,55,24,37,0,36.59,10.9,20,"Intervalo 1",NA,"Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"13121",8.1,47,23,38,0,35.91,14,20,"Intervalo 1","Intervalo 5","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"13122",7.7,39,26,37,0,35.91,13.5,21,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13123",7.3,33,26,36,0,35.43,15.3,21,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13124",7.5,28,23,36,0,34.38,14.9,22,"Intervalo 1","Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13125",11.4,22,28,37,0,33.98,13,22,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13126",9.1,20,39,51,0,31.83,19.6,20,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"13127",10.7,15,25,57,0,29.98,16.8,19,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13128",9.7,14,22,61,0,28.69,15.3,20,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13129",12,11,17,64,0,27.7,12.2,20,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13130",15.1,8,13,68,0,26.76,14.1,21,"Intervalo 2","Intervalo 1","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"13131",13.1,10,13,71,0,26.15,12.9,19,"Intervalo 2","Intervalo 1","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13136",8.1,15,18,73,0,24.99,8.4,13,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13137",6.8,17,21,71,0,25.77,5.5,18,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13138",7,23,22,62,0,29.3,4.5,16,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13139",8,34,30,54,0,30.88,6.2,16,"Intervalo 1","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13140",8.7,43,33,50,0,32.17,6.5,19,"Intervalo 1","Intervalo 5","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13141",8.4,60,27,43,0,34.21,8,21,"Intervalo 1",NA,"Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 3"
"13143",7.1,61,32,34,0,36.05,11.8,21,"Intervalo 1",NA,"Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13144",5.8,47,20,32,0,36.02,11.3,22,"Intervalo 1","Intervalo 5","Intervalo 2","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13145",6,39,41,39,0,32.95,13,11,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"13146",6.8,32,30,46,0,30.89,10.6,8,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 1"
"13147",5.2,33,19,48,0,30.29,6.6,13,"Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13148",7.6,36,24,49,0,29.98,8.4,8,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"13149",8.1,33,22,52,0,29.32,6,14,"Intervalo 1","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13150",10.3,25,28,55,0,29.36,8.4,15,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13151",21.3,13,30,62,0,27.14,12.6,20,"Intervalo 3","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13152",15.3,15,22,71,0,25.73,10.1,19,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13154",6.8,22,9,84,0,23.73,7.3,23,"Intervalo 1","Intervalo 3","Intervalo 1",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"13155",7,21,10,84,0,23.67,5.4,20,"Intervalo 1","Intervalo 3","Intervalo 1",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13156",17.5,11,12,84,0,23.16,6.4,10,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"13157",13.2,14,11,85,0,22.92,5.2,21,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"13158",13.3,12,16,85,0,23.36,3.9,35,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 4"
"13159",17.5,10,20,84,0,24.18,3.7,18,"Intervalo 2","Intervalo 1","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13160",26,8,22,83,0,24.74,5.2,13,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13161",28.8,8,25,83,0,24.86,5.6,8,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"13162",18.5,15,25,80,0,26.55,4.4,12,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13163",16.1,27,33,68,0,29.58,5.7,15,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13164",14.7,42,31,59,0,30.93,8,17,"Intervalo 2","Intervalo 5","Intervalo 4",NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13165",12.9,57,34,54,0,32.2,8.6,16,"Intervalo 2",NA,"Intervalo 4",NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13166",12.9,64,28,54,0,31.21,7.2,19,"Intervalo 2",NA,"Intervalo 3",NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13167",10.5,57,26,49,0,32.39,10.1,21,"Intervalo 2",NA,"Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13168",8.3,41,21,46,0,32.76,13.2,24,"Intervalo 1","Intervalo 5","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13169",10.5,42,21,47,0,32.38,10.2,25,"Intervalo 2","Intervalo 5","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13170",16.5,41,26,47,0,32.4,8.6,24,"Intervalo 2","Intervalo 5","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 3"
"13171",18.3,31,31,48,0,31.66,6.6,19,"Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13172",14.4,26,23,48,0,30.23,5.7,10,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 1"
"13173",15,22,30,49,0,29.9,4.2,10,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"13174",12,23,32,60,0,27.29,14.2,17,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13175",10.4,24,15,73,0,24.62,8.7,24,"Intervalo 2","Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"13176",14.5,18,12,71,0,25.29,8.7,27,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"13177",19.6,12,18,70,0,25.73,7.5,24,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"13179",12.5,14,15,74,0,25.11,5.6,21,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"13180",13.2,12,16,75,0,24.87,5.8,18,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13181",13,11,20,76,0,24.57,5.7,16,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13182",15.4,8,23,78,0,24.29,7.2,13,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13183",15.3,10,24,78,0,24.28,6.4,17,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13184",18.5,11,29,76,0,25.12,6.4,14,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13185",13.5,18,32,69,0,26.95,4.4,16,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13186",16,23,40,61,0,29.21,6.2,15,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13187",16.5,31,53,59,0,29.83,9,16,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13188",12.2,51,41,55,0,30.88,9.2,17,"Intervalo 2",NA,"Intervalo 5",NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"13190",8.8,59,36,45,0,33.01,13.5,20,"Intervalo 1",NA,"Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"13191",7.7,51,28,40,0,34.14,14.3,21,"Intervalo 1",NA,"Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13192",10.1,58,31,38,0,35.02,12.4,20,"Intervalo 2",NA,"Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"13193",9.1,47,23,34,0,35.6,12.3,21,"Intervalo 1","Intervalo 5","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13194",10.8,40,23,31,0,35.87,12.3,20,"Intervalo 2","Intervalo 4","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"13195",13.3,34,26,29,0,35.74,10.6,21,"Intervalo 2","Intervalo 4","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13196",13.9,27,27,30,0,34.62,11.3,18,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"13198",9.1,19,28,50,0,30.38,19.5,21,"Intervalo 1","Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"13199",8,19,21,57,0,28.87,17.9,21,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"13200",7.2,18,20,64,0,27.63,16.8,20,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13201",6.2,17,20,69,0,26.67,14.4,20,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13202",6.1,17,16,71,0,26.01,11.2,19,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"13203",6.8,16,15,73,0,25.6,10,20,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"13204",6.8,16,18,73,0,25.57,8.6,21,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
