"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"3198",18.1,12,58,73,0,22.31,13.6,98,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3199",14.8,14,72,73,0,22.33,8,103,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3200",15.5,14,84,73,0.029,22.59,2.6,115,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3201",27.3,11,84,69,0.122,24.01,3.7,51,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3202",27.5,16,84,66,0.318,24.72,9.6,79,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3203",32,23,91,61,0.555,26.09,10.9,71,"Intervalo 4","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3204",35.8,33,94,59,0.695,26.79,13.6,67,"Intervalo 4","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3205",33.9,50,105,54,0.786,28.03,14.1,73,"Intervalo 4","Intervalo 5",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3206",26,78,113,49,0.818,29.29,16.6,70,"Intervalo 3",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3207",21,95,108,45,0.798,30.59,18.5,65,"Intervalo 3",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3208",18.8,98,103,39,0.716,31.67,19.2,56,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3209",16.2,70,96,33,0.585,32.71,19,38,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 4"
"3210",11.6,59,74,28,0.419,33.57,16.4,55,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3211",7.2,53,51,27,0.246,33.97,13.3,78,"Intervalo 1",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3212",8.4,51,44,28,0.076,33.15,14,88,"Intervalo 1",NA,"Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3213",10.2,44,42,29,0.001,31.69,13.5,83,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3214",8.8,37,42,35,0,30.56,15.6,79,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3215",7.3,32,45,49,0,28.17,17.7,64,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3217",8.7,28,49,57,0,25.83,14.6,70,"Intervalo 1","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3218",14.8,19,52,62,0,24.32,14.4,80,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3219",10.5,23,55,65,0,23.71,12,75,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3220",15,17,54,68,0,22.93,10.7,109,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3221",17.2,15,57,71,0,22.24,6.8,86,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3223",16.2,11,56,73,0,21.59,3.7,129,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3226",22.2,26,80,48,0.42,27.44,6.4,79,"Intervalo 3","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"3227",20.1,37,71,49,0.598,28.45,9.1,76,"Intervalo 3","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"3228",19.9,57,74,43,0.745,29.81,10.7,83,"Intervalo 2",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3229",17.5,65,75,36,0.83,31.56,12.6,74,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3230",19.3,85,76,33,0.862,32.59,16.2,56,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3231",13.6,92,73,28,0.836,33.67,18.1,45,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 5"
"3232",12.1,79,61,23,0.749,34.72,18.6,40,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 4"
"3233",6.8,66,52,17,0.613,35.84,13.8,84,"Intervalo 1",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3234",7.2,56,38,16,0.436,36.01,14.9,76,"Intervalo 1",NA,"Intervalo 4","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3235",5.9,52,29,14,0.25,35.92,15.3,77,"Intervalo 1",NA,"Intervalo 3","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3236",6.8,49,26,14,0.082,35.17,14.3,75,"Intervalo 1","Intervalo 5","Intervalo 3","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3238",8.4,37,29,28,0,31.37,13.5,78,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3239",7.5,33,40,39,0,29.47,16.4,61,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3240",10.6,28,47,46,0,28.06,13.3,73,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3241",13.4,23,46,51,0,26.66,13.1,76,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3242",14.3,20,50,57,0,25.21,12.9,106,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3243",14.2,18,55,60,0,24.41,9.6,100,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3244",18.2,13,61,62,0,23.83,6,108,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3249",63,10,103,39,0.225,27.25,4.1,76,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"3250",46.2,18,124,37,0.422,28.64,6.4,81,"Intervalo 5","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"3253",35.4,77,131,30,0.844,32.95,18.2,61,"Intervalo 4",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3254",20.9,73,112,25,0.874,34.07,24,50,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 5"
"3255",12.6,54,153,20,0.84,35.21,24,62,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 3",NA
"3256",10.9,53,117,18,0.746,35.94,20.8,67,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 3",NA
"3257",9.1,52,61,17,0.59,35.99,21.1,67,"Intervalo 1",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 3",NA
"3258",8.7,52,55,16,0.42,35.97,21.7,63,"Intervalo 1",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 3",NA
"3259",9.6,53,56,13,0.235,36.11,18.3,80,"Intervalo 1",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3260",9.3,53,44,13,0.07,35.34,15.9,93,"Intervalo 1",NA,"Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3261",11.7,48,46,15,0,33.96,12.2,94,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3262",9.9,44,43,22,0,32.72,14.7,87,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3263",7.6,34,44,39,0,30.45,17.9,64,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3264",11.3,28,57,46,0,28.35,16.4,65,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3265",11.5,28,49,47,0,27.5,12.9,81,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3266",14,25,55,49,0,26.51,12.4,96,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3267",14.8,21,56,54,0,25.38,13.3,117,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3268",23,11,57,60,0,24.39,12.3,98,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3269",26.7,6,62,63,0,23.72,10.6,100,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3270",22,9,67,67,0,22.9,6.9,97,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3271",28.7,8,65,68,0,22.24,5.8,132,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3272",36.4,7,56,65,0.054,22.74,4.6,157,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3273",41.1,11,71,60,0.214,25.29,5.2,67,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3274",46.2,18,86,55,0.401,26.83,6.9,73,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3275",47.3,32,92,51,0.571,27.7,9.9,83,"Intervalo 5","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3276",39.6,50,96,47,0.685,28.66,12.3,82,"Intervalo 4","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3277",35.2,82,108,41,0.786,30.22,13.6,66,"Intervalo 4",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3278",21.4,90,109,32,0.794,32.19,16.3,55,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3279",11.7,59,91,26,0.743,34.31,19.5,64,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3280",10.4,59,65,23,0.667,35.16,20.2,63,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"3281",10.2,59,62,20,0.38,35.94,17,71,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3282",11.7,58,65,19,0.198,35.98,15.1,77,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3283",11.5,53,71,20,0.111,35.38,14.7,86,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3284",9.8,54,79,16,0.041,34.85,16.4,89,"Intervalo 1",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3285",9.6,55,76,14,0,34.3,14.7,74,"Intervalo 1",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3286",16.8,37,58,27,0,32.3,16.8,51,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3287",14.5,31,101,39,0,30.15,16.5,54,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3288",13,33,67,39,0,29.53,15,58,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3289",12.9,33,55,44,0,28.6,13.5,71,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3290",14.7,29,62,55,0,26.56,10.9,116,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3291",13.9,24,85,59,0,25.7,12.4,99,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3292",19.7,14,67,61,0,24.93,9.6,90,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3293",19.1,13,80,65,0,23.91,11.6,100,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3294",15.9,15,66,68,0,23.06,11.9,99,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3295",22.8,10,59,70,0,22.61,9.8,104,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3296",35,6,61,71,0.03,22.56,7.6,90,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3297",37.5,10,72,68,0.186,23.79,8.3,87,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3298",42.5,17,78,61,0.381,26.11,5.5,46,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 5"
"3299",48.7,27,100,54,0.498,27.81,8.1,67,"Intervalo 5","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3300",45.7,46,121,52,0.67,28.55,11.6,75,"Intervalo 5","Intervalo 5",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3301",53.3,62,114,46,0.756,30.34,14.2,80,NA,NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3302",41.7,89,155,42,0.796,31.27,18,64,"Intervalo 5",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3303",28.7,136,136,38,0.766,32.86,18.6,73,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3304",24,120,143,35,0.693,34.22,20,53,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3305",17.6,88,155,34,0.583,35.01,17.4,56,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3306",13.8,84,115,32,0.415,34.74,17,66,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3307",14.2,69,107,33,0.145,33.62,17.7,66,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3312",15.8,24,78,49,0,28.33,17.8,104,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3313",12,25,81,54,0,27.07,12.9,115,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3314",13.9,21,69,57,0,26.43,11.2,118,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3315",15.8,18,63,62,0,25.41,12.5,101,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3316",16.3,16,76,65,0,24.65,7.6,107,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3317",15.5,16,74,67,0,24.28,5.7,95,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3318",18,12,67,68,0,23.75,4.3,128,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3319",29.6,6,76,69,0,23.2,3.2,150,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3321",62.8,7,85,58,0.175,26.12,4.4,65,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3322",62.3,16,147,53,0.392,28.31,5.2,53,NA,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3323",51.6,31,147,49,0.563,29.02,10.1,78,NA,"Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3324",58.2,50,116,47,0.699,30.09,14.6,73,NA,"Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3325",48.4,80,152,42,0.783,31.87,14.2,77,"Intervalo 5",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3326",32.5,114,134,33,0.802,33.71,17.4,67,"Intervalo 4",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3327",24.4,122,123,27,0.788,35.26,18.6,63,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3328",18.5,104,119,25,0.736,36.42,21,57,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 3",NA
"3329",13,73,135,28,0.089,34.56,16.2,76,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3330",16,67,97,27,0.326,34.54,14.6,62,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3331",11.4,66,85,25,0.236,34.85,16.7,71,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3332",10.3,61,70,28,0.049,33.48,19.1,66,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3333",9.7,54,78,32,0.002,32.67,17.2,76,"Intervalo 1",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3334",13.3,37,74,39,0,31.8,16.3,62,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3335",16.3,24,71,51,0,30.04,14.1,60,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 4","Intervalo 2",NA
"3336",9.9,31,88,52,0,29.36,9.2,76,"Intervalo 1","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3337",12.5,25,79,54,0,28.34,7.3,144,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3338",24,12,64,62,0,27.4,9.4,104,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3339",23.3,12,114,64,0,26.63,9.1,116,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3340",27.4,9,92,68,0,25.77,6,78,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3341",27.8,6,128,69,0,25.14,4.5,131,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3344",94.4,5,96,54,0.053,25.95,5.1,134,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3354",13.1,92,86,10,0.368,40.2,15.1,89,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 5","Intervalo 2",NA
"3355",11.2,96,98,12,0.213,39.04,16.5,105,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3356",12.9,92,79,11,0.082,38.55,12.1,95,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3359",17.1,38,101,36,0,33.22,18.4,47,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 5"
"3360",15.8,39,131,33,0,32.41,13.4,67,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3361",22.5,31,80,31,0,31.13,13.1,111,"Intervalo 3","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3362",26.8,25,81,33,0,30.09,11.2,132,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3363",19.6,30,72,44,0,28.57,14.2,108,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3364",17,28,82,53,0,27.4,10.3,119,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3365",18.2,23,82,62,0,26.48,10.1,103,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3366",27.8,10,109,68,0,25.27,11.2,103,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3367",33.3,6,91,70,0,24.6,9.2,97,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3368",36.7,7,108,70,0.048,24.6,7.7,94,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"3369",38.2,13,126,63,0.201,26.96,4.2,42,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 5"
"3370",34.5,24,102,54,0.388,29.06,5.2,41,"Intervalo 4","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 5"
"3371",39.1,35,137,50,0.561,29.86,9.1,71,"Intervalo 4","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"3372",52.1,44,117,46,0.699,31.05,12.7,74,NA,"Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3373",41.8,72,139,41,0.789,32.28,15.8,73,"Intervalo 5",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3374",24,110,131,35,0.822,34.27,15.2,74,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3375",21.7,118,119,28,0.773,36.14,15.2,71,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3376",22.5,111,100,23,0.675,37.4,15.4,58,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3377",17.5,100,120,19,0.522,38.17,14.6,48,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 5"
"3378",8.9,82,100,16,0.353,38.8,13.2,86,"Intervalo 1",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3379",9.6,72,62,17,0.194,38.29,13.6,88,"Intervalo 1",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3380",8.9,69,64,17,0.068,37.24,13.7,85,"Intervalo 1",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3381",12.9,55,69,26,0.002,35.23,16.7,67,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3383",13.6,38,74,37,0,32.77,14.9,59,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3384",18.9,26,100,38,0,31.81,13.8,62,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3385",20.4,23,82,41,0,30.59,11.6,80,"Intervalo 3","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"3386",17.1,21,81,49,0,28.7,16.5,75,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3387",15.2,21,77,53,0,27.27,13.2,85,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3388",15.3,19,56,61,0,25.96,18.6,78,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3389",13.7,19,65,66,0,25.17,13.5,85,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3391",11.9,20,62,75,0,23.95,14.5,70,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3392",16.1,17,75,76,0,23.77,13.8,71,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3393",11.6,20,81,82,0.005,22.81,11.1,86,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3394",9.3,25,52,83,0.07,22.95,14.1,72,"Intervalo 1","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3395",10,25,68,80,0.1,23.74,11.1,77,"Intervalo 1","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3396",8.1,32,68,72,0.115,24.63,12.6,80,"Intervalo 1","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3397",7.7,33,69,70,0.179,24.88,12.8,68,"Intervalo 1","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3398",6.7,39,57,59,0.538,27.16,16.2,76,"Intervalo 1","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3399",6,42,52,53,0.354,27.91,16.7,86,"Intervalo 1","Intervalo 5",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"3400",6.4,41,59,49,0.507,29.39,16.7,92,"Intervalo 1","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"3401",7.2,41,55,48,0.445,29.73,20.6,89,"Intervalo 1","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 3",NA
"3402",9.2,41,67,58,0.219,26.25,21.6,61,"Intervalo 1","Intervalo 5",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 3",NA
"3403",6.3,40,57,59,0.143,26.05,18.6,76,"Intervalo 1","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
