"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"7078",15.5,18,59,59,0,25.09,13.1,161,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7079",24,12,56,62,0,24.34,9.8,149,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7080",19.9,11,51,68,0,22.7,7.9,114,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7081",13.2,15,42,73,0,21.52,8.3,112,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7083",9.8,16,31,77,0,20.35,5.7,129,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7084",10.6,13,30,79,0,19.95,3.6,112,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7085",10.3,13,33,82,0,19.62,4.3,137,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7086",15.4,11,29,83,0,19.39,3.7,116,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7087",13.7,12,32,85,0,19.44,4.7,101,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7088",14,10,37,85,0.001,19.54,4.5,59,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7089",8.9,14,33,84,0.032,19.68,3.1,15,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"7093",15,32,49,65,0.344,24.17,4.8,153,"Intervalo 2","Intervalo 4","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7094",20.3,39,67,61,0.262,25.32,7,139,"Intervalo 3","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7095",18.9,48,72,60,0.309,25.63,9.6,140,"Intervalo 2","Intervalo 5",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7096",13.3,35,65,59,0.424,26.8,10,132,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7097",13.5,30,42,60,0.193,26.36,9.8,137,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7098",13.5,26,42,62,0.163,25.89,9.9,131,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7099",15.9,20,39,63,0.036,25.58,10.7,143,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7100",18.3,15,37,65,0,25.22,8,162,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7101",24,9,44,65,0,25.33,4.4,147,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7102",28.3,6,50,67,0,25.21,2.5,96,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7103",29.8,6,60,68,0,24.91,5.6,119,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7104",16.1,13,54,69,0,24.34,10.1,154,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7105",13.5,14,43,70,0,23.92,7.3,139,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7106",8.5,16,42,75,0,22.93,8.4,136,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7107",6.3,16,34,79,0,22.38,8.6,140,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7165",29.1,45,72,41,0.567,23.27,13.5,151,"Intervalo 3","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7168",22.6,35,67,37,0.488,25.34,14.7,151,"Intervalo 3","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7169",28.6,31,62,36,0.362,26.09,13.3,145,"Intervalo 3","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7170",28.9,30,54,37,0.21,25.96,14.8,145,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7171",32,24,51,38,0.051,25.48,12.5,143,"Intervalo 4","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7172",45,13,46,41,0.001,24.62,10.8,141,"Intervalo 5","Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7173",50.1,8,52,46,0,23.9,9.2,152,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7174",36.1,13,81,49,0,23.14,10.6,155,"Intervalo 4","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7175",22.6,22,60,53,0,22.21,14.1,151,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7176",16.1,25,55,60,0,21.16,12.2,153,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7177",14,25,40,66,0,20.23,10.3,150,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7178",13.6,23,41,71,0,19.28,8,139,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7179",14.6,20,40,75,0,18.51,6.7,116,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7180",14.3,20,32,78,0,17.97,6.4,106,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7181",17.4,18,34,81,0,17.71,6.1,131,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7182",31.2,10,28,82,0,17.4,4.7,162,"Intervalo 4","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7184",44,6,50,83,0.001,17.69,3.9,175,"Intervalo 5","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7185",49.4,6,61,80,0.02,18.46,4.1,143,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7186",42,10,69,79,0.064,19.01,3.4,112,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7187",30.7,22,71,74,0.207,20.37,6.7,147,"Intervalo 4","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7188",22.3,31,57,68,0.383,21.94,9,149,"Intervalo 3","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7189",19.6,30,68,64,0.505,22.87,13.3,146,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7190",23.7,29,62,61,0.36,23.77,10.9,142,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7191",23.3,35,52,57,0.505,25,12.6,146,"Intervalo 3","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7192",19.6,39,58,52,0.474,26.31,11,154,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7193",21.6,35,57,52,0.349,27.02,12.2,146,"Intervalo 3","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7194",26.9,30,57,53,0.202,27.04,13.5,150,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7195",33,21,54,55,0.049,26.75,11,156,"Intervalo 4","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7196",35.6,13,64,58,0.001,25.88,8.8,164,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7197",48.3,6,71,61,0,25.33,5.3,161,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7198",72.1,4,77,61,0,25.31,4.9,144,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7199",82.4,4,84,63,0,24.91,4.6,129,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7200",70.4,3,99,68,0,23.27,2.9,56,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7201",51.2,3,96,72,0,22.37,2.4,10,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"7202",36.7,3,87,73,0,22.45,3.9,19,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"7203",19.8,6,60,77,0,22.69,2.9,51,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7204",16.4,5,47,80,0,22.34,3.1,47,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 5"
"7205",17.6,5,38,82,0,22.27,0.4,165,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7213",5.8,35,126,52,0.558,26.37,22.4,5,"Intervalo 1","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 3","Intervalo 1"
"7214",5.8,36,81,44,0.577,27.1,18.4,19,"Intervalo 1","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"7215",6.1,37,51,36,0.519,27.88,15.1,18,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"7216",7.6,37,49,32,0.474,28.27,12,23,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"7222",14,28,44,25,0,21.81,10.1,5,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 1"
"7237",8.6,48,56,30,0.564,23.8,3.8,57,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7238",9.6,51,46,26,0.582,25.23,3.2,43,"Intervalo 1",NA,"Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 5"
"7239",12.3,56,41,26,0.52,25.71,2.5,128,"Intervalo 2",NA,"Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7240",17,58,55,24,0.473,26.36,6.8,163,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7241",19.7,61,72,25,0.35,26.02,6.7,134,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7242",27.5,74,82,30,0.195,25.13,13,156,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7243",25.3,56,91,34,0.04,23.9,12.7,156,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7244",39,26,70,37,0,22.93,10.7,148,"Intervalo 4","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7245",45.9,16,70,39,0,22,9.3,151,"Intervalo 5","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7246",40.1,18,79,41,0,21,7.6,130,"Intervalo 5","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7247",45.1,12,57,44,0,20.28,5.3,128,"Intervalo 5","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7248",45.6,8,51,47,0,19.71,6.7,154,"Intervalo 5","Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"7249",40.2,10,70,47,0,19.49,6.7,150,"Intervalo 5","Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"7250",34.5,12,78,48,0,18.98,5.6,143,"Intervalo 4","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"7259",21.6,35,61,42,0.374,21.61,3.3,77,"Intervalo 3","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7260",17.1,65,47,40,0.489,22.4,6.5,139,"Intervalo 2",NA,"Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7261",17.1,75,45,39,0.555,23.48,8,137,"Intervalo 2",NA,"Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7262",15,82,53,38,0.58,24.24,9.9,143,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7263",14.3,70,55,37,0.534,24.85,10.3,142,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7264",12,59,68,37,0.481,25.25,12.1,160,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7265",14.7,54,77,37,0.349,25.53,10,130,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7266",16.9,47,48,38,0.2,25.26,10.8,142,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7267",18,39,49,41,0.049,24.37,11.4,157,"Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"7268",31,20,48,44,0,23.55,9,155,"Intervalo 4","Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7269",47.2,8,54,46,0,23.04,7.2,158,"Intervalo 5","Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7270",46.1,7,62,50,0,22.36,6.5,157,"Intervalo 5","Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"7271",51.6,6,69,52,0,22,4.4,113,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7272",35.1,10,75,57,0,20.82,6.4,96,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7273",18,18,52,63,0,19.92,7.6,120,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7274",11.3,23,42,68,0,19.04,7.5,126,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7275",9.5,23,33,72,0,18.17,6.1,112,"Intervalo 1","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7276",8.6,22,31,74,0,17.66,4.6,108,"Intervalo 1","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7277",8.7,21,29,76,0,17.32,2.4,35,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"7278",9.2,22,26,78,0,17.71,2.9,161,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7285",28.6,12,37,88,0.067,18.27,5.8,6,"Intervalo 3","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"7287",20.8,22,43,88,0.13,19.27,5.4,32,"Intervalo 3","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"7288",44.7,15,46,83,0.202,20.64,6,130,"Intervalo 5","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7289",44.9,18,66,76,0.151,21.42,7.3,131,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7290",38.9,14,62,79,0.082,20.92,8.1,132,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7291",47.4,7,45,85,0.005,19.86,5.6,130,"Intervalo 5","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7292",45.8,7,33,88,0,19.61,5.1,110,"Intervalo 5","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7293",35.3,10,23,88,0,19.51,6.9,96,"Intervalo 4","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7294",30.1,12,23,89,0,19.28,6.8,99,"Intervalo 4","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7295",20.7,16,26,90,0,19.12,6.9,86,"Intervalo 3","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7296",21.9,16,23,90,0,19.04,4.8,113,"Intervalo 3","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7315",11.4,28,33,64,0.031,22.91,9.5,12,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"7316",17.4,21,44,70,0,21.86,0.5,39,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 4"
"7317",29.4,12,37,79,0,20.72,5.5,174,"Intervalo 3","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7318",17.4,19,39,79,0,20.56,11.1,164,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7319",12.9,21,47,80,0,20.23,11.9,165,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7320",15,18,38,81,0,20.08,10.7,163,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7321",14,18,32,81,0,19.74,11.6,149,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"7322",9.6,20,32,84,0,19.24,9.3,137,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7323",7.8,20,25,85,0,19.02,7.3,142,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7325",5.7,20,21,86,0,18.82,5.2,123,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7326",5.6,19,20,88,0,18.62,4.3,105,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7327",18,12,19,89,0,18.64,3.8,159,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7328",21.5,8,44,89,0,18.73,1.7,77,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7329",17.2,9,46,89,0.006,18.73,3.9,4,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"7330",25.4,8,34,88,0.047,19.25,2.3,97,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7331",34.1,11,53,83,0.135,20.47,5.1,146,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7333",26,20,111,72,0.217,22.09,6.1,129,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7334",31.8,26,57,70,0.206,22.39,7.8,133,"Intervalo 4","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7335",37.9,19,77,69,0.15,22.32,8.1,138,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7336",42.3,13,67,72,0.094,21.98,8.7,138,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7337",43.2,11,73,73,0.06,21.86,8.2,129,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7338",38.9,13,60,74,0.03,21.61,8.3,132,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7340",44.9,8,60,79,0,20.89,7.2,146,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7341",44.7,7,60,79,0,20.76,7.6,155,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7342",38.8,7,57,80,0,20.77,6.7,147,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7343",33.1,7,70,82,0,20.55,8.7,149,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7344",25.8,9,59,84,0,20.38,9.3,154,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7345",8.5,19,55,84,0,20.24,10,163,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7346",11.9,16,30,85,0,20.21,7.2,143,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7347",12,14,45,87,0,19.89,6.2,149,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7349",15.8,8,32,89,0,19.84,3.5,102,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7350",17.5,6,37,90,0,19.79,3.4,77,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7351",24.5,4,34,90,0,19.75,3.7,56,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"7353",43.7,4,30,90,0.011,20.16,1.3,108,"Intervalo 5","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7354",48.9,4,32,90,0.033,20.5,1.9,129,"Intervalo 5","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7355",33.4,8,33,89,0.098,21.03,2.7,159,"Intervalo 4","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7356",40.8,9,45,86,0.21,22.25,4,144,"Intervalo 5","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7357",26.2,17,63,70,0.504,24.69,6.7,153,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7358",23.2,21,72,65,0.427,25.39,7.3,126,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7359",26.4,24,62,61,0.451,25.89,10.5,140,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7360",23.7,25,72,58,0.456,26.8,15.1,146,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7361",22.7,24,64,57,0.333,27.54,14.9,154,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7362",26.9,21,86,58,0.181,27.71,11.3,135,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"7363",41.8,14,79,62,0.035,27.11,9.9,149,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7364",59.4,5,91,65,0,26.39,7.6,153,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7365",105.5,3,118,66,0,25.95,5.1,132,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7367",20.1,9,64,69,0,23.4,9.8,128,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7368",24.7,7,41,73,0,22.64,8.1,138,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7369",17.4,8,46,77,0,22.1,6.8,132,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7370",12,8,36,82,0,21.22,7,144,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7371",9,9,36,85,0,20.97,6.6,141,"Intervalo 1","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7372",6.2,12,37,86,0,21.01,7,144,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7373",6.5,12,39,85,0,21.12,4.9,154,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7374",9.5,11,41,83,0,21.33,4,74,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"7375",13.1,9,40,81,0,21.28,4,46,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 5"
"7379",18.6,15,83,65,0.348,25.36,4.1,8,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"7380",37.8,17,76,57,0.468,27.48,6.5,151,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
